id|name|description|instructions|glass_type|thumbnail|portions
252|Amaretto Stone Sour||Shake and Serve over ice|Collins Glass|https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg|"{""Amaretto"": ""1 part "", ""Sour mix"": ""1 part "", ""Orange juice"": ""1 part ""}"
253|Amaretto Stone Sour Alternative||Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.|Highball glass|https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg|"{""Tequila"": ""2 oz "", ""Amaretto"": ""2 oz "", ""Sour mix"": ""2 oz "", ""Orange juice"": ""Add splash ""}"
254|Amaretto Sunrise||Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg|"{""Amaretto"": ""1 cl "", ""Grenadine"": ""1/4 cl "", ""Orange juice"": ""4 oz ""}"
256|Amaretto Tea||Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.|Pousse cafe glass|https://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg|"{""Tea"": ""6 oz hot "", ""Amaretto"": ""2 oz "", ""Whipped cream"": ""Chilled ""}"
257|Chocolate Milk||Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!|Shot Glass|https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg|"{""Milk"": ""1/2 shot "", ""Amaretto"": ""1 dash "", ""Chocolate liqueur"": ""1/2 shot ""}"
258|Flaming Dr. Pepper||Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer|Collins Glass|https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg|"{""Beer"": ""1 oz "", ""Vodka"": ""1 oz "", ""Amaretto"": ""1 oz "", ""Dr. Pepper"": ""1 oz "", ""151 proof rum"": ""1 oz Bacardi ""}"
259|Foxy Lady||Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg|"{""Amaretto"": ""1/2 oz "", ""Light cream"": ""2 oz "", ""Creme de Cacao"": ""1/2 oz ""}"
260|French Connection||Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg|"{""Cognac"": ""1 1/2 oz "", ""Amaretto"": ""3/4 oz ""}"
261|Godchild||Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg|"{""Vodka"": ""1 oz "", ""Amaretto"": ""1 oz "", ""Heavy cream"": ""1 oz ""}"
262|Godmother||Pour vodka and amaretto into an old-fashioned glass over ice and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg|"{""Vodka"": ""1 1/2 oz "", ""Amaretto"": ""3/4 oz ""}"
263|Grizzly Bear||Served over ice. Sounds nasty, but tastes great.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg|"{""Milk"": ""2 1/2 parts "", ""Kahlua"": ""1 part "", ""Amaretto"": ""1 part "", ""Jägermeister"": ""1 part ""}"
264|Jackhammer||Serve over ice- Warning,Deadly!|Collins Glass|https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg|"{""Amaretto"": ""1 oz "", ""Jack Daniels"": ""1 oz ""}"
265|Kool-Aid Shot||Pour into a large glass with ice and stir. Add a little cranberry juice to taste.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg|"{""Vodka"": ""1 shot "", ""Amaretto"": ""1 shot "", ""Sloe gin"": ""1 shot "", ""Triple sec"": ""1 shot "", ""Cranberry juice"": null}"
266|Lunch Box||Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.|Pint glass|https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg|"{""Beer"": ""3/4 bottle "", ""Amaretto"": ""1 shot "", ""Orange juice"": ""1 oz ""}"
267|Red Snapper||One shot each, shake n shoot|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg|"{""Amaretto"": ""1 shot "", ""Crown Royal"": ""1 shot "", ""Cranberry juice"": ""1 shot ""}"
268|Tennesee Mud||Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.|Coffee Mug|https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg|"{""Coffee"": ""8 oz "", ""Amaretto"": ""4 oz "", ""Jack Daniels"": ""4 oz "", ""Whipped cream"": null}"
269|Texas Sling||Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.|Wine Glass|https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg|"{""Cream"": ""1 oz "", ""Kahlua"": ""1/2 oz "", ""Amaretto"": ""1/2 oz "", ""Irish cream"": ""1/2 oz "", ""151 proof rum"": ""1/2 oz Bacardi ""}"
270|The Jimmy Conway||"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!"|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg|"{""Amaretto"": ""50 ml"", ""Irish Whiskey"": ""50 ml"", ""Cranberry Juice"": ""4 oz""}"
271|Turkeyball||Shake with ice and strain into a shot glass.|Shot glass|https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg|"{""Amaretto"": ""3/4 oz "", ""Wild Turkey"": ""1 oz "", ""Pineapple juice"": ""1 splash ""}"
272|Zippy's Revenge||Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg|"{""Rum"": ""2 oz "", ""Amaretto"": ""2 oz "", ""Kool-Aid"": ""4 oz Grape ""}"
273|Absolutely Fabulous||Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg|"{""Vodka"": ""1 shot "", ""Champagne"": ""Top up with"", ""Cranberry Juice"": ""2 shots ""}"
274|Arise My Love||Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg|"{""Champagne"": ""Chilled "", ""Green Creme de Menthe"": ""1 tsp ""}"
275|Bellini||Pour peach purée into chilled flute, add sparkling wine. Stir gently.|Champagne Flute|https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg|"{""Champagne"": ""6 oz "", ""Peach schnapps"": ""1 oz ""}"
276|Champagne Cocktail||Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/t5pv461606773026.jpg|"{""Sugar"": ""1 piece "", ""Cognac"": ""1 dash"", ""Bitters"": ""2 dashes "", ""Champagne"": ""Chilled "", ""Lemon peel"": ""1 twist of ""}"
277|Death in the Afternoon||Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.|Margarita glass|https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg|"{""Absinthe"": ""2 shots"", ""Champagne"": ""Top""}"
278|Kir||Add the crème de cassis to the bottom of the glass, then top up with wine.|Wine Glass|https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg|"{""Champagne"": ""5 parts "", ""Creme de Cassis"": ""1 part ""}"
279|Kir Royale||Pour Creme de cassis in glass, gently pour champagne on top|Champagne Flute|https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg|"{""Champagne"": ""5 parts "", ""Creme de Cassis"": ""1 part ""}"
283|White Russian||Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg|"{""Vodka"": ""2 oz "", ""Light cream"": null, ""Coffee liqueur"": ""1 oz ""}"
284|Bourbon Sour||In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg|"{""Sugar"": ""1/2 tsp superfine "", ""Orange"": ""1 "", ""Bourbon"": ""2 oz "", ""Lemon juice"": ""1 oz "", ""Maraschino cherry"": ""1 ""}"
285|Brandon and Will's Coke Float||Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.|Beer mug|https://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg|"{""Bourbon"": ""2 oz "", ""Coca-Cola"": ""1 can "", ""Vanilla ice-cream"": ""2 scoops ""}"
286|Irish Curdling Cow||Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.|Highball glass|https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg|"{""Vodka"": ""3/4 oz "", ""Bourbon"": ""3/4 oz "", ""Orange juice"": ""2-3 oz "", ""Baileys irish cream"": ""3/4 oz ""}"
287|John Collins||Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.|Collins glass|https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg|"{""Sugar"": ""1 tsp superfine "", ""Orange"": ""1 "", ""Bourbon"": ""2 oz "", ""Club soda"": ""3 oz "", ""Lemon juice"": ""1 oz "", ""Maraschino cherry"": ""1 ""}"
288|Kentucky B And B||Pour the bourbon and Benedictine into a brandy snifter.|Brandy snifter|https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg|"{""Bourbon"": ""2 oz "", ""Benedictine"": ""1/2 oz ""}"
289|Kentucky Colonel||In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg|"{""Bourbon"": ""3 oz "", ""Lemon peel"": ""1 twist of "", ""Benedictine"": ""1/2 oz ""}"
290|Mint Julep||In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.|Collins glass|https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg|"{""Mint"": ""4 fresh "", ""Water"": ""2 tsp "", ""Bourbon"": ""2 1/2 oz "", ""Powdered sugar"": ""1 tsp ""}"
291|Old Fashioned||"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry."|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg|"{""Sugar"": ""1 cube"", ""Water"": ""dash"", ""Bourbon"": ""4.5 cL"", ""Angostura bitters"": ""2 dashes""}"
292|Raspberry Julep||Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.|Cordial glass|https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg|"{""Mint"": ""8"", ""Bourbon"": ""2 oz"", ""Raspberry syrup"": ""1/2 oz""}"
293|Duchamp's Punch||"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs"|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg|"{""Pisco"": ""5 cl"", ""Pepper"": ""Pinch"", ""Lavender"": ""2 sprigs"", ""Lime Juice"": ""2.5 cl"", ""St. Germain"": ""1.5 cl"", ""Pineapple Syrup"": ""2.5 cl"", ""Angostura Bitters"": ""2 Dashes""}"
294|Pisco Sour||"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
"|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg|"{""Ice"": ""1"", ""Pisco"": ""2 oz "", ""Sugar"": ""1-2 tblsp "", ""Egg White"": null, ""Lemon juice"": ""1 oz ""}"
295|Big Red||Pour ingredients into 1 ounce shot glass|Shot glass|https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg|"{""Irish cream"": ""1/2 oz "", ""Goldschlager"": ""1/2 oz ""}"
296|Slippery Nipple||Pour the Sambuca into a shot glass, then pour the Irish Cream on top so that the two liquids do not mix.|Shot glass|https://www.thecocktaildb.com/images/media/drink/l9tgru1551439725.jpg|"{""Sambuca"": ""1 part"", ""Irish cream"": ""1 part""}"
297|110 in the shade||Drop shooter in glass. Fill with beer|Beer Glass|https://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg|"{""Lager"": ""16 oz "", ""Tequila"": ""1.5 oz ""}"
317|Winter Rita||Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀|Highball Glass|https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg|"{""Salt"": ""Dash"", ""Campari"": ""1/4 oz"", ""Tequila"": ""1 2/3 oz"", ""Lime Juice"": ""3/4 oz"", ""Orange Juice"": ""1/2 oz"", ""Rosemary Syrup"": ""1/2 oz""}"
299|Apple Grande||Chill both ingredients!! Mix in a tumbler and enjoy!|Punch Bowl|https://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg|"{""Tequila"": ""3 oz "", ""Apple cider"": ""12 oz ""}"
300|Bloody Maria||Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg|"{""Lemon"": ""1 slice "", ""Tequila"": ""1 oz "", ""Celery salt"": ""1 dash "", ""Lemon juice"": ""1 dash "", ""Tomato juice"": ""2 oz "", ""Tabasco sauce"": ""1 dash ""}"
301|Blue Margarita||Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/bry4qh1582751040.jpg|"{""Salt"": ""Coarse "", ""Tequila"": ""1 1/2 oz "", ""Lime juice"": ""1 oz "", ""Blue Curacao"": ""1 oz ""}"
302|Brave Bull Shooter||Pour Tabasco into bottom of shot glass and fill with tequila.|Shot glass|https://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg|"{""Tequila"": ""1/2 oz "", ""Tabasco sauce"": ""1/2 oz ""}"
303|Downshift||Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.|Hurricane glass|https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg|"{""Sprite"": ""1 part "", ""Tequila"": ""2 shots "", ""Fruit punch"": ""2 part "", ""151 proof rum"": ""Float Bacardi ""}"
304|Moranguito||first you put rhe absinthe, then put tequila, then put the Granadine syrup.|Shot glass|https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg|"{""Tequila"": ""2/5 "", ""Absinthe"": ""2/5 "", ""Grenadine"": ""1/5 ""}"
305|Paloma||Stir together and serve over ice.|Collins glass|https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg|"{""Tequila"": ""1 1/2 oz"", ""Grape Soda"": ""3 oz""}"
306|Pineapple Paloma||"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime."|Collins glass|https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg|"{""Lime"": ""Garnish with"", ""Pepper"": ""Rimmed"", ""Tequila"": ""4 oz"", ""Pineapple Juice"": ""8 oz"", ""Fresh Lime Juice"": ""1 oz"", ""Grapefruit Juice"": ""4 oz""}"
307|Radioactive Long Island Iced Tea||Pour all ingredients over ice in a very tall glass. Sip cautiously.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg|"{""Gin"": ""1 oz "", ""Rum"": ""1 oz "", ""Vodka"": ""1 oz "", ""Tequila"": ""1 oz "", ""Malibu rum"": ""1 oz "", ""Triple sec"": ""1 oz "", ""Midori melon liqueur"": ""1 oz "", ""Chambord raspberry liqueur"": ""1 oz ""}"
308|Tequila Fizz||Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.|Collins glass|https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg|"{""Tequila"": ""2 oz "", ""Egg white"": ""1 "", ""Grenadine"": ""3/4 oz "", ""Ginger ale"": null, ""Lemon juice"": ""1 tblsp ""}"
309|Tequila Slammer||Mix carefully to avoid releasing the dissolved CO2.|Hurricane glass|https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg|"{""7-up"": ""1 part"", ""Tequila"": ""1 shot""}"
310|Tequila Sour||Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg|"{""Lemon"": ""1/2 slice "", ""Cherry"": ""1 "", ""Tequila"": ""2 oz "", ""Powdered sugar"": ""1 tsp ""}"
311|Tequila Sunrise||Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg|"{""Tequila"": ""2 measures "", ""Grenadine"": null, ""Orange juice"": null}"
312|Tequila Surprise||Fill shot glass with Tequila. Add drops of Tobasco sauce.|Shot glass|https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg|"{""Tequila"": ""full glass "", ""Tabasco sauce"": ""About 8 drops ""}"
313|Tommy's Margarita||Shake and strain into a chilled cocktail glass.|Old-Fashioned glass|https://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg|"{""Tequila"": ""4.5 cl"", ""Lime Juice"": ""1.5 cl"", ""Agave syrup"": ""2 spoons""}"
315|Whitecap Margarita||Place all ingredients in a blender and blend until smooth. This makes one drink.|Margarita/Coupette glass|https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg|"{""Ice"": ""1 cup "", ""Tequila"": ""2 oz "", ""Lime juice"": ""3 tblsp fresh "", ""Cream of coconut"": ""1/4 cup ""}"
316|Winter Paloma||Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.|Highball glass|https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg|"{""Pepper"": ""Dash"", ""Tequila"": ""2 shots"", ""Lime Juice"": ""Juice of 1"", ""Agave Syrup"": ""1 tsp"", ""Grapefruit Juice"": ""Top""}"
319|57 Chevy with a White License Plate||1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir|Highball glass|https://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg|"{""Vodka"": ""1 oz "", ""Creme de Cacao"": ""1 oz white ""}"
320|747 Drink||"Fill a Collins glass with ice.
Pour in vodka, lime cordial, and cranberry juice.
Fill up with Sprite.
Garnish with a Lime wheel or some cranberries"|Highball glass|https://www.thecocktaildb.com/images/media/drink/i9suxb1582474926.jpg|"{""Vodka"": ""1 oz"", ""Sprite"": ""Top"", ""Cranberry Juice"": ""1 oz"", ""Roses sweetened lime juice"": ""1 oz""}"
321|A Gilligan's Island||Shaken, not stirred!|Collins glass|https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg|"{""Vodka"": ""1 oz "", ""Orange juice"": ""3 oz "", ""Peach schnapps"": ""1 oz "", ""Cranberry juice"": ""3 oz ""}"
322|A midsummernight dream||Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water|Collins Glass|https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg|"{""Vodka"": ""2 oz "", ""Kirschwasser"": ""1 oz "", ""Strawberries"": ""5 "", ""Strawberry liqueur"": ""1 tsp "", ""Schweppes Russchian"": null}"
323|Absinthe #2||Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.|Jar|https://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg|"{""Anise"": ""50 ml pure "", ""Sugar"": ""50 gr "", ""Vodka"": ""1 bottle "", ""Wormwood"": ""1 "", ""Licorice root"": ""1 tblsp ""}"
324|Adam Sunrise||Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg|"{""Sugar"": ""10 tsp "", ""Vodka"": ""1/2 "", ""Water"": ""1/2 "", ""Lemonade"": ""1/2 can ""}"
325|Addison Special||Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg|"{""Vodka"": ""1 shot "", ""Grenadine"": ""1 tblsp "", ""Orange juice"": ""Fill with ""}"
326|After sex||Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar|Highball glass|https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg|"{""Vodka"": ""2 cl "", ""Orange juice"": null, ""Creme de Banane"": ""1 cl ""}"
327|Arctic Fish||Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.|Beer pilsner|https://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg|"{""Ice"": ""lots "", ""Candy"": ""1 dash "", ""Vodka"": ""1/3 part "", ""Grape soda"": ""1/3 part "", ""Orange juice"": ""1/3 part ""}"
328|Arizona Antifreeze||Pour all ingredients into shot glass and slam !!!!|Shot glass|https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg|"{""Vodka"": ""1/3 oz "", ""Sweet and sour"": ""1/3 oz "", ""Midori melon liqueur"": ""1/3 oz ""}"
330|Atomic Lokade||In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste|Collins Glass|https://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg|"{""Ice"": null, ""Sugar"": null, ""Vodka"": ""1 oz "", ""Lemonade"": ""5 oz "", ""Triple sec"": ""1/2 oz "", ""Blue Curacao"": ""1/2 oz ""}"
331|Autodafé||Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.|Highball glass|https://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg|"{""Vodka"": ""4 cl "", ""Lime juice"": ""1 dash "", ""Soda water"": null}"
332|Avalon||Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.|Highball glass|https://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg|"{""Vodka"": ""3 parts"", ""Lemonade"": null, ""Apple juice"": ""6 parts "", ""Lemon juice"": ""1 1/2 part "", ""Pisang Ambon"": ""1 part ""}"
333|Aztec Punch||Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.|Punch bowl|https://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg|"{""Rum"": ""7 oz "", ""Vodka"": ""5 oz "", ""Lemonade"": ""1 can "", ""Ginger ale"": ""About 1 bottle ""}"
334|Belgian Blue||Just pour all ingredients in the glass and stir...|Highball glass|https://www.thecocktaildb.com/images/media/drink/jylbrq1582580066.jpg|"{""Vodka"": ""2 cl "", ""Sprite"": ""Fill with "", ""Blue Curacao"": ""1 cl "", ""Coconut liqueur"": ""1 cl ""}"
335|Bellini Martini||"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel."|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg|"{""Ice"": ""8 cubes"", ""Vodka"": ""3 oz "", ""Lemon peel"": ""1 "", ""Peach nectar"": ""1.5 oz "", ""Peach schnapps"": ""1.5 oz ""}"
336|Bloody Mary||Stirring gently, pour all ingredients into highball glass. Garnish.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/t6caa21582485702.jpg|"{""Lime"": ""1 wedge "", ""Vodka"": ""1 1/2 oz "", ""Lemon juice"": ""1 dash "", ""Tomato juice"": ""3 oz "", ""Tabasco sauce"": ""2-3 drops "", ""Worcestershire sauce"": ""1/2 tsp ""}"
337|Bloody Punch||"Place the thawed strawberries in a large bowl. Mash them with a fork to ensure no large chunks.

Step
2

 
In a punch bowl or pitcher, combine mashed strawberries, lime pulp and soda. Mix well.

Step
3

 
Add blueberries and raisins. They will float and look like bugs in the punch."|Punch bowl|https://www.thecocktaildb.com/images/media/drink/5yhd3n1571687385.jpg|"{""Vodka"": ""10 shots"", ""Raisins"": ""1 cup"", ""Lime Juice"": ""1/2 cup"", ""Blueberries"": ""1 cup"", ""Strawberries"": ""3 cups"", ""Lemon-lime soda"": ""12 oz""}"
339|Blue Mountain||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass almost filled with ice cubes.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/bih7ln1582485506.jpg|"{""Vodka"": ""1/2 oz "", ""Tia maria"": ""1/2 oz "", ""Añejo rum"": ""1 1/2 oz "", ""Lemon juice"": ""1 tsp "", ""Orange juice"": ""1 oz ""}"
340|Brain Fart||Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.|Punch bowl|https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg|"{""Rum"": ""1 pint "", ""Surge"": ""2 L "", ""Vodka"": ""1 fifth Smirnoff red label "", ""Everclear"": ""1 fifth "", ""Lemon juice"": ""1 small bottle "", ""Mountain Dew"": ""2 L ""}"
341|Bruised Heart||Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass|Shot glass|https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg|"{""Vodka"": ""1/2 oz "", ""Cranberry juice"": ""1/2 oz "", ""Peachtree schnapps"": ""1/2 oz "", ""Chambord raspberry liqueur"": ""1/2 oz ""}"
342|Bubble Gum||Layer in order into a shot glass.|Shot glass|https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg|"{""Vodka"": ""1/4 "", ""Orange juice"": ""1/4 "", ""Banana liqueur"": ""1/4 "", ""Peach schnapps"": ""1/4 ""}"
344|Chocolate Black Russian||Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.|Champagne flute|https://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg|"{""Vodka"": ""1/2 oz "", ""Kahlua"": ""1 oz "", ""Chocolate ice-cream"": ""5 oz ""}"
